years,months,BETA0,BETA1,BETA2,BETA3
0,0,3.2699420555217182,2.2059717812844264,-3.6022164492292608,20.954064436099607
0,0,3.274075904563118,2.2087605629137577,-3.6067703583697655,20.980554489351874
0,0,3.2861290667571117,2.2168918799902473,-3.6200482998082433,21.057792169097674
0,0,3.322683657331899,2.2415523766948353,-3.6603173765158825,21.292037068038898
0,0,3.3260452576753217,2.243820183087619,-3.6640205650884026,21.31357848651313
0,0,3.290032334946549,2.2195251069204134,-3.624348197677687,21.08280464080638
0,0,3.29387921167668,2.2221202909844306,-3.628585973882937,21.107455751288533
0,0,3.2976701960245394,2.224677768870177,-3.632762178214622,21.13174869867185
0,0,3.3014057851678307,2.227197875984203,-3.636877358371042,21.155686668912985
0,0,3.3050864749435527,2.229680946828591,-3.640932060573556,21.17927283937724
0,0,3.308712759289376,2.232127314624097,-3.644926828951194,21.20251037525886
0,0,3.3122851305788146,2.2345373115362643,-3.6488622059098894,21.225402431728842
0,0,3.315804078839151,2.236911268147818,-3.652738731270933,21.247952148923336
0,0,3.319270092310064,2.239249513835528,-3.6565569428863616,21.270162655523368
0,0,3.32935537509994,2.246053258019059,-3.66766703931742,21.334789998102266
0,0,3.359729220050549,2.266544093548394,-3.70112731538643,21.529428157880183
0,0,3.3625041090300805,2.2684160920979424,-3.704184174057664,21.54720988045901
0,0,3.3326144890191305,2.248251924911515,-3.671257327331789,21.355674674927652
0,0,3.335823076388314,2.25041650552916,-3.6747919545526426,21.37623557335984
0,0,3.338981611704951,2.252547319977974,-3.67827144369339,21.396475734018576
0,0,3.3420905668968226,2.254644686630379,-3.681696314636643,21.41639818105687
0,0,3.3451504116572015,2.2567089223513483,-3.6850670848034457,21.436005924308827
0,0,3.3481616125510527,2.2587403418954337,-3.688384268168652,21.45530195356208
0,0,3.351124633908833,2.2607392585097417,-3.6916483762455488,21.474289244285362
0,0,3.3540399369326916,2.2627059833309553,-3.6948599171012337,21.492970751900927
0,0,3.3569079803668194,2.264640825837568,-3.698019396095081,21.51134941608024
0,0,3.3652330972233044,2.2702571250102976,-3.707190467744973,21.5646974669285
0,0,3.390095345004536,2.287029721005412,-3.7345790869931754,21.72401684726874
0,0,3.3923482797367672,2.288549598226473,-3.737060953158901,21.738453843016046
0,0,3.367916631978428,2.2720674940759826,-3.7101466892537496,21.581893783933698
0,0,3.3705551575153505,2.273847498975097,-3.713053327943192,21.598801678073173
0,0,3.3731491150373873,2.275597437352691,-3.7159108698493872,21.61542397661497
0,0,3.375698942842995,2.2773176048941326,-3.718719797808386,21.631763488212563
0,0,3.378205076214046,2.2790082952497426,-3.721480591333127,21.6478230021889
0,0,3.380667947192378,2.2806697998840435,-3.724193726367277,21.66360528710451
0,0,3.383087985138422,2.2823024084526256,-3.726859675900627,21.679113094337236
0,0,3.3854656159491237,2.2839064082745377,-3.7294789091075398,21.69434915307062
0,0,3.387801262616569,2.2854820847091504,-3.7320518919623433,21.70931617387362
0,0,3.394560480420423,2.290041995400436,-3.7394979460952755,21.7526298115451
0,0,3.4145308479569976,2.303514425951054,-3.761497597837094,21.880601610760117
0,0,3.416321367650589,2.304722348247789,-3.763470060768672,21.89207541194576
0,0,3.396732357534353,2.2915071894449777,-3.741890517991861,21.766547383238986
0,0,3.398864318317373,2.2929454550919806,-3.7442391174689487,21.780209167718375
0,0,3.4009567669917145,2.294357065038276,-3.746544189823718,21.79361775527342
0,0,3.4030101044278505,2.295742289719527,-3.7488061766610006,21.80677571471591
0,0,3.4050247283679425,2.2971013974609744,-3.751025516139435,21.819685594811162
0,0,3.4070010335375716,2.2984346545528074,-3.7532026430945478,21.832349924993977
0,0,3.4089394114222804,2.2997423250994196,-3.755337988792595,21.84477121393673
0,0,3.4108402501558555,2.301024670944037,-3.757431980807485,21.85695194883346
0,0,3.412703935078947,2.3022819520455795,-3.759485043636169,21.868894598979537
0,0,3.41807586978027,2.3059059723373183,-3.765402846220044,21.903318409544607
0,0,3.4337203235008724,2.3164600503164627,-3.7826370074298428,22.00356938823566
0,0,3.4351025292459334,2.3173925154237214,-3.7841596656869423,22.012426679207238
0,0,3.4197947268382793,2.307065549510751,-3.7672963645341624,21.914332990518346
0,0,3.4214783081885476,2.308201328948774,-3.7691510226077853,21.925121521782184
0,0,3.423126980066695,2.3093135577216506,-3.7709672238914793,21.93568635020486
0,0,3.424741105580033,2.3104024807892207,-3.772745368389621,21.946029802608653
0,0,3.4263210444841143,2.311468340850157,-3.774485852414238,21.95615418433747
0,0,3.4278671538530827,2.3125113787941975,-3.77618906932348,21.966061783552544
0,0,3.429379787297597,2.3135318331745407,-3.777855408660069,21.97575486622079
0,0,3.430859295523457,2.3145299405847055,-3.7794852567666934,21.985235679694554
0,0,3.432306026108155,2.3155059355077885,-3.7810789965398497,21.994506451279708
0,0,3.4364529815359015,2.3183035589813925,-3.78564734386907,22.02108049136091
0,0,3.4482833777293567,2.326284593422082,-3.7986798829922033,22.096890667790074
0,0,3.449306023553587,2.326974491833796,-3.799806444731595,22.103443868468368
0,0,3.437772015993658,2.31919340740774,-3.787100411703348,22.029532975396393
0,0,3.439059964890324,2.32006228485986,-3.7885192352245487,22.037786260535064
0,0,3.4403171577038885,2.320910413610543,-3.7899041773904893,22.04584245809965
0,0,3.4415439205605804,2.321738013671413,-3.7912555974666393,22.05370365793453
0,0,3.44274057712867,2.322545303395901,-3.792573852010744,22.061371934133273
0,0,3.4439074477246696,2.3233324988762734,-3.793859293888203,22.068849339311104
0,0,3.445044849871957,2.324099814320488,-3.7951122728874576,22.076137908184606
0,0,3.446153098300778,2.3248474620521975,-3.796333135719993,22.083239657571724
0,0,3.4472325047247936,2.3255756523600026,-3.7975222257741814,22.090156584959892
0,0,2.056294433040364,1.387219533642642,-2.2652443087327843,13.17690812800842
0,0,2.093856416474334,1.412559638787469,-2.306623144288308,13.417608485341677
0,0,2.0999142372016464,1.416646372238285,-2.3132965290455574,13.456427511399982
0,0,2.0578534758448725,1.388271296754699,-2.2669617733055807,13.186898605769075
0,0,2.059961073579708,1.3896931265762689,-2.269283534089067,13.20040426978124
0,0,2.0625932387055093,1.3914688406080795,-2.2721831660557057,13.21727140586989
0,0,2.0657268016240304,1.3935828081511632,-2.27563514523397,13.23735154129565
0,0,2.0693393831937135,1.396019931765281,-2.27961481843109,13.26050126863225
0,0,2.0734093684742345,1.3987656295564426,-2.2840983743096586,13.286582077519368
0,0,2.07791588170003,1.4018058182935191,-2.2890628158181,13.315460194290885
0,0,2.082838762147628,1.4051268971278366,-2.294485933605763,13.347006427330701
0,0,2.0881585404498773,1.4087157316142565,-2.300346279930327,13.381096015292318
0,0,3.4503007450848457,2.327645551929337,-3.800902244657545,22.10981812792253
0,0,3.458776809002555,2.3333636831687743,-3.810239601818823,22.164133460268026
0,0,3.4594835717996353,2.3338404802373307,-3.811018182151477,22.168662455870884
0,0,3.4512678426408105,2.328297976309336,-3.8019676136044422,22.116015370613564
0,0,3.452207613746026,2.328931965690118,-3.8030028793297173,22.122037503103837
0,0,3.453120353020179,2.329547718828328,-3.804008366390768,22.12788641334115
0,0,3.454006352401549,2.3301454326716775,-3.804984396391112,22.133563972090613
0,0,3.454865900811829,2.330725302132827,-3.805931287611154,22.139072030786803
0,0,3.4556992848264834,2.33128752054162,-3.8068493557466563,22.144412425829458
0,0,3.4565067880043903,2.3318322791928483,-3.8077389131702657,22.149586974287786
0,0,3.4572886914464718,2.332359767723114,-3.8086002695469077,22.154597477480195
0,0,3.4580452731253413,2.3328701736585966,-3.809433731095319,22.159445716678633
0,0,3.460165832003598,2.3343007473405026,-3.8117697700657702,22.173034436790818
0,0,3.4656984277246727,2.3380331529399645,-3.817864559201173,22.208487776718513
0,0,3.4661282709202017,2.3383231342129087,-3.818338080812025,22.21124224816284
0,0,3.4608238573083265,2.3347446650702226,-3.8124946604572374,22.1772511184328
0,0,3.461457912838021,2.335172412284859,-3.8131931453906116,22.181314199735063
0,0,3.462068261147198,2.3355841661092196,-3.813865514099826,22.185225363169096
0,0,3.4626551624441446,2.3359801020852955,-3.814512053234171,22.18898627617154
0,0,3.463218874144012,2.3363603938707684,-3.815133046365978,22.192598588280394
0,0,3.463759651203998,2.336725213465134,-3.8157287743598602,22.196063933282876
0,0,3.4642777462350636,2.3370747312850675,-3.8162995154957824,22.19938392993133
0,0,3.464773409390217,2.337409116089056,-3.8168455453459917,22.202560181227327
0,0,3.465246888141056,2.337728534826653,-3.817367136528855,22.20559427298973
0,0,3.4665366582722723,2.338598640921959,-3.8187879663489266,22.213859228752977
0,0,3.4694916792028607,2.3405921602795803,-3.8220432610371025,22.232795252064157
0,0,3.46967925597106,2.3407187035180983,-3.8222498983745314,22.23399725981256
0,0,3.466923827644104,2.338859833534652,-3.8192144778455126,22.216340242736496
0,0,3.4672900148878614,2.3391068711618273,-3.81961787512001,22.218686801473957
0,0,3.4676354532860274,2.3393399111807596,-3.8199984151598456,22.22090039985918
0,0,3.467960373886577,2.3395591094612795,-3.820356352490881,22.22298251846707
0,0,3.468265005614705,2.3397646204411453,-3.82069193930049,22.224934624269586
0,0,3.4685495748259223,2.339956596824552,-3.8210054249452465,22.226758167771926
0,0,3.4688143057529603,2.3401351898836222,-3.8212970564432376,22.228454585876346
0,0,3.469059420729219,2.3403005496091516,-3.82156707872022,22.230025303314015
0,0,3.469285139294965,2.3404528241076266,-3.821815733624992,22.231471726917476
0,0,3.469848082883212,2.3408325977088227,-3.822435880593697,22.235079116902295
0,0,3.4705505458193704,2.341306494000638,-3.823209724136071,22.23958055863377
0,0,3.470526608891582,2.341290345644999,-3.8231833548629894,22.239427168781976
0,0,3.469998371100185,2.3409339853053224,-3.822601440312528,22.236042176470008
0,0,3.470130329883515,2.3410230074798366,-3.822746808056622,22.236887779481272
0,0,3.4702441660367818,2.3410998037464164,-3.822872211643858,22.237617251150866
0,0,3.470340084687685,2.341164512488528,-3.8229778770459366,22.238231905954382
0,0,3.470418288505968,2.3412172704314496,-3.8230640275268404,22.238733042616627
0,0,3.470478978485492,2.3412582131698723,-3.8231308845043754,22.239121949123223
0,0,3.4705223532738896,2.341287474715673,-3.8231786668117045,22.239399898424935
0,0,3.470548609954635,2.3413051880255153,-3.8232075915588957,22.2395681534493
0,0,3.4705579431532496,2.3413114843978735,-3.823217873148294,22.239627961373063
0,0,3.4704863215208626,2.3412631669361903,-3.8231389737005594,22.23916900391309
0,0,3.4692244104350274,2.3404118551396578,-3.8217488338162195,22.231082571261915
0,0,3.4690162096184256,2.3402713984837096,-3.8215194767225555,22.22974840287219
0,0,3.4704298706236822,2.341225083971999,-3.823076786558725,22.238807261803625
0,0,3.470357441440634,2.341176221719631,-3.8229969975012588,22.23834312949092
0,0,3.470269217536429,2.341116704015706,-3.8228998087457557,22.23777778327312
0,0,3.470165380129547,2.3410466531140286,-3.82278541992517,22.23711238441353
0,0,3.4700461090977646,2.3409661903639343,-3.8226540291955153,22.236348085584098
0,0,3.469911582196076,2.340875435682686,-3.8225058323743184,22.23548602585383
0,0,3.469761975503596,2.3407745078569637,-3.822341023432932,22.234527333552542
0,0,3.469597463311834,2.34066352446749,-3.8221597943734555,22.233473125554916
0,0,3.4694182180129696,2.3405426018136604,-3.82196233510566,22.232324506564577
0,0,3.468793782704254,2.3401213446027143,-3.821274447949759,22.228323072449587
0,0,3.465822697235845,2.338116987769532,-3.818001456329526,22.20928410622538
0,0,3.4654543520174026,2.337868494327184,-3.8175956817982533,22.206923719004163
0,0,3.468557295492897,2.339961805349103,-3.821013930145982,22.22680764245696
0,0,3.468306911773683,2.339792891218608,-3.8207381037439667,22.225203162470137
0,0,3.4680427938835123,2.33961471172712,-3.8204471475764405,22.223510672757662
0,0,3.4677651023716796,2.339427375184574,-3.820141238506875,22.22173120213295
0,0,3.4674739962233234,2.339230988845695,-3.819820551675649,22.219865769386185
0,0,3.467169632747705,2.339025658834622,-3.819485260376965,22.217915382568375
0,0,3.466852167801655,2.3388114902956563,-3.8191355363050095,22.215881040423223
0,0,3.4665217553426726,2.3385885870917695,-3.8187715490616374,22.213763729523386
0,0,3.466178548211006,2.338357052332212,-3.818393467017922,22.211564429282046
0,0,3.4650736604800114,2.3376116717980384,-3.8171763063797326,22.204484215529995
0,0,3.4606191906989836,2.334606592664927,-3.812269196698472,22.175939597541213
0,0,3.4601120343594762,2.3342644543167066,-3.8117105057866807,22.17268969695069
0,0,3.464680769095574,2.3373466189951255,-3.8167434914295746,22.201966534407177
0,0,3.4642758227718398,2.3370734336762653,-3.816297396580295,22.19937160421679
0,0,3.463858965075853,2.3367922126948093,-3.8158381799874705,22.19670034494856
0,0,3.46343033812223,2.3365030519242707,-3.8153659982066594,22.19395366728493
0,0,3.4629900822379804,2.3362060460322067,-3.814881005824169,22.191132470453212
0,0,3.4625383366328615,2.33590128893245,-3.8143833561955223,22.18823764652127
0,0,3.462075239175926,2.3355888736343693,-3.813873201199304,22.185270078965623
0,0,3.461600925948622,2.3352688919413738,-3.8133506907448464,22.18223063980766
0,0,3.4611155319151443,2.3349414349031528,-3.812815973510699,22.179120193909327
0,0,3.459594193838704,2.3339151081947778,-3.811140045023055,22.16937133122566
0,0,3.4538559895520575,2.330043994726509,-3.8048187544559973,22.132600434271428
0,0,3.4532288815500776,2.3296209344603955,-3.804127923021733,22.12858187331262
0,0,3.459065798402871,2.333558641504844,-3.810557956809155,22.165985328714854
0,0,3.458526976312652,2.333195140774258,-3.8099643824388334,22.162532511323494
0,0,3.4579778543762925,2.332824691550533,-3.809359461605925,22.15901369164951
0,0,3.4574185581730594,2.3324473785520876,-3.808743332650406,22.155429674415437
0,0,3.4568492118297915,2.3320632855175014,-3.8081161323122332,22.151781255036525
0,0,3.4562699384677984,2.331672495507003,-3.8074779962236605,22.1480692224845
0,0,3.4556808596442354,2.3312750905256094,-3.8068290582938435,22.144294355707878
0,0,3.455082096022455,2.33087115197536,-3.8061694514473134,22.140457427927583
0,0,3.4544737665899308,2.33046076012771,-3.8054993067624285,22.13655920162539
0,0,3.452592558331428,2.329191657415028,-3.8034269399687233,22.124504260468303
0,0,3.4457470838829205,2.3245735561745455,-3.7958858642424573,22.080637882944128
0,0,3.4450166911792497,2.324080817873317,-3.7950812528558067,22.075957464907198
0,0,3.4519471341911188,2.3287562406962277,-3.802715931206037,22.120368328150537
0,0,3.4512927224186307,2.3283147607314647,-3.80199502153504,22.11617480232787
0,0,3.4506294350744664,2.3278672931191142,-3.801264334403236,22.11192440109345
0,0,3.449957383101876,2.327413912703829,-3.800523992027348,22.107617835380985
0,0,3.4492766763268548,2.3269546935765386,-3.799774115393313,22.103255808964704
0,0,3.448587423346421,2.3264897089990795,-3.7990148241332102,22.098839017743465
0,0,3.447889731640338,2.326019031479563,-3.798246236648335,22.094368150456656
0,0,3.4471837079062935,2.325542732998497,-3.797468470478434,22.089843890832057
0,0,3.4464694571660943,2.325060884405804,-3.7966816413170803,22.085266911858255
0,0,3.4442783812837545,2.3235827384677337,-3.794267919773745,22.071226312837428
0,0,3.4364815666841806,2.3183228431244745,-3.7856788336904756,22.02126366740158
0,0,3.435662615347226,2.3177703613040346,-3.784776664805827,22.016015758174685
0,0,3.443532255196131,2.3230793860943186,-3.7934459762590276,22.06644507394938
0,0,3.442778413022272,2.322570828286614,-3.792615532589785,22.061614389730064
0,0,3.4420169537508163,2.3220571318244425,-3.791776697813363,22.05673489450702
0,0,3.4412479753648757,2.3215383628092736,-3.7909295798694047,22.051807216164292
0,0,3.440471574842034,2.321014586664228,-3.7900742855898475,22.046831976142418
0,0,3.4396878482660713,2.320485868209448,-3.7892109208220033,22.041809790154357
0,0,3.4388968906035164,2.319952271511353,-3.788339590182401,22.03674126675364
0,0,3.438098795927094,2.319413860033386,-3.787460397302944,22.031627008766215
0,0,3.437293657192275,2.318870696485264,-3.7865734445847523,22.026467611858585
0,0,2.106314476056369,1.4209641081697693,-2.320347126667783,13.497440781693813
0,0,2.185703379961843,1.4745215348118863,-2.4078031153913977,14.006171572546073
0,0,2.194873674111564,1.4807080083875273,-2.417905246826606,14.064935590760635
0,0,2.113040212796404,1.4255014318302335,-2.3277562975664625,13.54053986988498
0,0,2.1200751134024425,1.4302473239462288,-2.3355060479447527,13.585620106200354
0,0,2.1274034117550125,1.4351911483614976,-2.3435790096126548,13.632580460016841
0,0,2.1350098916466984,1.440322639902038,-2.3519584201714117,13.681323424594192
0,0,2.1428798682357386,1.445631891864309,-2.360628102582517,13.731754898228067
0,0,2.1509991718458528,1.4511093450862547,-2.3695724473213637,13.783784080437977
0,0,2.1593541314308937,1.4567457767922078,-2.3787763941616626,13.837323366007373
0,0,2.1679315582629495,1.4625322895885415,-2.3882254142060138,13.89228824045563
0,0,2.176718730849424,1.4684603012884143,-2.3979054932703394,13.948597183385425
0,0,3.4348368935672,2.317213312000102,-3.7838670375011247,22.010724463377663
0,0,2.071349059154264,1.3973757014955164,-2.2818287071422034,13.273379441657347
0,0,2.204218206031008,1.4870120264323716,-2.428199321161571,14.124816139296525
0,0,2.3050142268522453,1.5550111450167319,-2.5392377059567983,14.770725540542374
0,0,2.315631004561967,1.562173446867392,-2.550933305039109,14.838758747386999
0,0,2.2137259785962704,1.4934261700550155,-2.4386732238022266,14.185742747656413
0,0,2.223386391755259,1.4999432882370616,-2.449315277574677,14.247647489812614
0,0,2.233189230684807,1.5065564898436596,-2.4601142296789,14.310464908316893
0,0,2.2431246523836337,1.5132591345788355,-2.4710592369193516,14.374131928387015
0,0,2.253183174723266,1.520044825599011,-2.482139853643302,14.438587787744124
0,0,2.263355664269973,1.5269074012974253,-2.493346018325298,14.503773958574676
0,0,2.2736333254474124,1.533840927993028,-2.504668041628573,14.569634078083768
0,0,2.2840076899227246,1.5408396927701142,-2.516096594712615,14.636113880480325
0,0,2.2944706055457242,1.5478981960164706,-2.5276226970484106,14.703161126098513
0,0,2.06674182878651,1.3942675668531976,-2.276753314143087,13.243855920946988
0,0,2.32631367664038,1.569380202447021,-2.5627014943309043,14.907214210902874
0,0,2.4353544174433828,1.642941382779128,-2.6828223843917685,15.605956473044154
0,0,2.446355987009984,1.6503632733208207,-2.6949418758650903,15.676455458556
0,0,2.3370552586904125,1.5766266999342502,-2.5745345797172443,14.976047174484584
0,0,2.3478490351261296,1.583908408853366,-2.5864251632095074,15.045214604091157
0,0,2.3586885504581563,1.5912209741952723,-2.5983661333452823,15.114675132402303
0,0,2.3695676006908273,1.5985602106138272,-2.610350655711342,15.18438900369064
0,0,2.3804802253896913,1.6059220970744115,-2.622372164205088,15.254318022989569
0,0,2.3914206997490086,1.6133027715025,-2.634424352295992,15.324425505261164
0,0,2.4023835267709823,1.620698525507602,-2.6465011644101164,15.394676225279996
0,0,2.413363429891884,1.628105799408693,-2.6585967878069487,15.46503637038073
0,0,2.4243553459433604,1.6355211774857628,-2.6707056448254742,15.535473495353601
0,0,2.0629408985383453,1.3917033792536275,-2.2725661532607737,13.219499239395805
0,0,2.4573555895404846,1.6577838368585307,-2.7070592004223997,15.746941839134635
0,0,2.5663868348079735,1.7313386113023874,-2.8271696300611397,16.445623253083614
0,0,2.5771192581743527,1.7385789301487262,-2.838992626106339,16.51439752704815
0,0,2.4683489467369495,1.6652001871623625,-2.719169645027523,15.817388199086121
0,0,2.4793319605143966,1.672609559577875,-2.731268695169535,15.88776827753631
0,0,2.490300706855902,1.6800093068806043,-2.743352028093455,15.95805692905386
0,0,2.5012514305615126,1.6873968957335708,-2.755415507015567,16.028230090000797
0,0,2.512180538879897,1.6947699023910574,-2.7674551741079587,16.09826473772363
0,0,2.5230845967041624,1.7021260094576045,-2.779467245206157,16.168138859767716
0,0,2.5339603208738586,1.7094630020440236,-2.791448103532134,16.237831417364028
0,0,2.5448045752590667,1.716778764451019,-2.803394294278866,16.307322313927592
0,0,2.555614365621031,1.7240712767020625,-2.8153025189487297,16.376592362123965
0,0,2.059913500935612,1.3896610330685994,-2.269231127361918,13.200099420266215
0,0,2.5878090390001254,1.7457904814390466,-2.8507686464991866,16.582898544016565
0,0,2.691873305498404,1.8159944273920394,-2.9654073789880617,17.249751139162157
0,0,2.7019550886041475,1.8227958106149456,-2.976513620115407,17.314356055470018
0,0,2.5984537041334614,1.7529715967330344,-2.8624949667791104,16.65111045582337
0,0,2.6090508996334516,1.7601206880125748,-2.874168993810049,16.719018178216732
0,0,2.619598386859727,1.7672362450437251,-2.885788261472718,16.78660736580038
0,0,2.6300940382268907,1.774316832512566,-2.8973504259876304,16.853864384827677
0,0,2.640535833517587,1.7813610875379196,-2.908853261853518,16.92077628957545
0,0,2.6509218557486602,1.788367716882575,-2.9202946572934336,16.98733079585399
0,0,2.6612502883780236,1.79533549506898,-2.9316726111777913,17.053516263108413
0,0,2.671519410947373,1.8022632614397271,-2.942985228224322,17.119321666496827
0,0,2.681727595842148,1.809149917971754,-2.954230715428793,17.184736576127882
0,0,2.057627986874673,1.388119177146215,-2.266713371326652,13.185453653433234
0,0,2.7119715771944786,1.8295531447825388,-2.987547931840497,17.378542559017024
0,0,2.8082982272044203,1.8945371316849273,-3.093662791759505,17.995811855215575
0,0,2.817527225192533,1.9007632081063517,-3.1038295922098516,18.05495205257687
0,0,2.7219214838584573,1.8362655613802847,-2.9985088959324315,17.442302399965314
0,0,2.7318035984990714,1.8429322440512514,-3.0093951793304745,17.505627823911187
0,0,2.7416167858752765,1.8495524269379209,-3.0202055314363303,17.5685115561343
0,0,2.7513599825854134,1.8561253926471362,-3.0309387807910295,17.630946782267145
0,0,2.761032194497525,1.862650470516541,-3.0415938322441294,17.692927131828313
0,0,2.7706324942914002,1.8691270349563902,-3.0521696642459935,17.754446662471686
0,0,2.7801600190006157,1.875554503791359,-3.0626653261400696,17.815499844235664
0,0,2.789613967442854,1.8819323365269816,-3.0730799353320855,17.876081543076385
0,0,2.7989935983205725,1.8882600330683228,-3.0834126751977236,17.936187008696685
0,0,2.0560537866302706,1.3870571885059642,-2.264979209094269,13.17536604551956
0,0,2.826680016564303,1.906937873939348,-3.1139124423264395,18.113603911514364
0,0,2.91392395871229,1.9657944748205414,-3.2100216571580593,18.672670449816245
0,0,2.922213749137735,1.971386942038856,-3.2191538126899215,18.725792125915433
0,0,2.835756076210695,1.9130607749343018,-3.1239107636414034,18.171764067085082
0,0,2.8447549287404432,1.9191315903822523,-3.133824032456705,18.229429472941707
0,0,2.8536761454634694,1.9251500310798442,-3.143651776521025,18.286597382002064
0,0,2.862519343161904,1.9311158385002307,-3.1533935736759,18.343265338573726
0,0,2.8712841825259288,1.9370287837378628,-3.1630490501326243,18.399431168330775
0,0,2.8799703656958235,1.9428886658502993,-3.172617877764532,18.455092962562997
0,0,2.8885776353681605,1.9486953112552288,-3.182099773122368,18.51024907244833
0,0,2.8971057726730254,1.954448572298397,-3.191494495095803,18.564898095449912
0,0,2.9055545958333107,1.9601483263491393,-3.2008018434364924,18.619038866724708
0,0,2.055161371757193,1.386455146636787,-2.263996111693534,13.169647375758236
0,0,2.930423887896389,1.9769256745651516,-3.2281982227695853,18.77840338741704
0,0,3.0081477860161328,2.029359853236316,-3.3138200165357414,19.27646468078944
0,0,3.015484607000072,2.034309427198208,-3.3219023668601966,19.323479648346428
0,0,2.9385543269463614,1.982410639989357,-3.2371548344733956,18.83050392646458
0,0,2.946605048411601,1.9878418262519117,-3.2460236281088295,18.88209362850681
0,0,2.9545760629060127,1.9932192405131792,-3.2548046153683217,18.933172561558525
0,0,2.9624674090865595,1.9985429088519615,-3.2634978388369538,18.983740973336808
0,0,2.9702791517539313,2.003812874984168,-3.272103369900122,19.03379927908994
0,0,2.978011380847016,2.0090291995844676,-3.280621307635834,19.083348055153905
0,0,2.9856642105490976,2.0141919596833078,-3.28905177783008,19.13238803322481
0,0,2.9932377782823276,2.0193012479885666,-3.2973949318691327,19.180920093915393
0,0,3.000732243367022,2.024357171981085,-3.3056509452626033,19.22894525816367
0,0,1.0200634195540594,0.6881562671292436,-1.123716924270824,6.536652411363167
0,0,0.9694009562448779,0.6539783023418582,-1.0679064066554929,6.21200307426574
